Sentence,Top-1 Similar,Top-2 Similar,Top-3 Similar,Top-4 Similar,Top-5 Similar,Top-1 Similarity,Top-2 Similarity,Top-3 Similarity,Top-4 Similarity,Top-5 Similarity,name,video,start,end,speaker,orth,translation,Top-1 Orth,Top-2 Orth,Top-3 Orth,Top-4 Orth,Top-5 Orth,Word_Overlap_Top_1,Word_Overlap_Top_2,Word_Overlap_Top_3,Word_Overlap_Top_4,Word_Overlap_Top_5
in der südosthälfte deutschlands bleibt es unter leichtem hochdruckeinfluss noch am längsten freundlich aber auch dort kann es später kräftig krachen,der hält sich morgen in manchen regionen zäh auch dichtere wolken sind zunächst noch dabei aber es bleibt weitgehend trocken,und bis zum abend kann die schneefallgrenze auch bis in die niederungen sinken,in der südosthälfte deutschlands bleibt es morgen unter leichtem hochdruckeinfluss noch recht freundlich,aber es bleibt für die jahreszeit immer noch recht mild,das gilt auch für den abend aber im laufe der nacht werden schauer und gewitter in der südosthälfte immer seltener,0.8794786,0.87798506,0.87212276,0.8617151,0.86004907,08June_2010_Tuesday_tagesschau-5521,08June_2010_Tuesday_tagesschau-5521/1/*.png,-1.0,-1.0,Signer03,SUEDOST DEUTSCH LAND BLEIBEN LANG IM-VERLAUF GUT IM-VERLAUF MOEGLICH GEWITTER,in der südosthälfte deutschlands bleibt es unter leichtem hochdruckeinfluss noch am längsten freundlich aber auch dort kann es später kräftig krachen,MANCHMAL MORGEN LANG DAUER NEBEL WOLKE ABER TROCKEN,BIS ABEND IN-KOMMEND DANN KOMMEN NIEDERUNG,DEUTSCH HIER LAND SUEDOST HOCH DRUCK FREUNDLICH,ABER HIER SO HIER HERBST MILD,AUCH ABEND ZWISCHEN NACHT IM-VERLAUF DANN REGEN REGION REGEN VERSCHWINDEN,1,0,3,0,1
in der nordwesthälfte morgen mal sonne mal wolken und immer wieder zum teil kräftige am nachmittag auch gewittrige schauer,am samstag überall mehr wolken als sonne in der südosthälfte zum teil kräftiger regen richtung nordwesten nur einzelne schauer,in der osthälfte morgen mal sonne mal dichtere wolken später auch örtliche schauer oder gewitter,sonst viel sonne ein paar lockere wolken im nordwesten fallen am nachmittag einzelne schauer,am tag ist es im westen freundlich sonst sonne und dichtere wolken im wechsel hier und da fallen einzelne schauer,am sonntag im norden noch wolkig und vor allem in küstennähe einzelne schauer,0.9422783,0.9293748,0.9287055,0.92574066,0.9220224,08June_2010_Tuesday_tagesschau-5524,08June_2010_Tuesday_tagesschau-5524/1/*.png,-1.0,-1.0,Signer03,NORDWEST MORGEN WECHSEL SONNE WOLKE DAZU STARK REGEN NACH MITTAG GEWITTER,in der nordwesthälfte morgen mal sonne mal wolken und immer wieder zum teil kräftige am nachmittag auch gewittrige schauer,SAMSTAG HAUPTSAECHLICH MEHR WOLKE SONNE WENIG IX SUEDOST REGEN KOENNEN SUEDWEST BISSCHEN SCHAUER,MORGEN NORD WOLKE SONNE WECHSELHAFT MOEGLICH SCHAUER GEWITTER,SONNE BISSCHEN WOLKE NORDWEST NACHMITTAG BISSCHEN SCHAUER,TAG WEST FREUNDLICH SONST SONNE WOLKE WECHSELHAFT MAL SCHAUER,SONNTAG NORD WOLKE IX SCHAUER,3,4,3,2,1
donnerstag und freitag ändert sich wenig an diesem wetter,am sonntag ändert sich noch wenig an diesem wetter,samstag und sonntag ändert sich an diesem wetter noch wenig,sonntag und montag ändert sich an diesem ungemütlichen und recht kühlen wetter noch wenig,es sorgt morgen dort für ruhiges freundliches wetter,im süden freundliches wetter,0.95244896,0.9087724,0.8572342,0.8563882,0.8457397,08June_2010_Tuesday_tagesschau-5529,08June_2010_Tuesday_tagesschau-5529/1/*.png,-1.0,-1.0,Signer03,DONNERSTAG FREITAG WETTER BLEIBEN,donnerstag und freitag ändert sich wenig an diesem wetter,SONNTAG BLEIBEN SO,SAMSTAG SONNTAG GLEICH IX,SONNTAG MONTAG BLEIBEN SO MEHR KUEHL AUCH WECHSELHAFT,GUT FREUNDLICH SONNE GUT,SUED REGION BESSER,1,0,1,0,0
die schwüle hitze in dem noch etwas zu und die gewitter können lokal unwetterartig sein,vor allem im süden können die gewitter unwetterartig ausfallen,dabei kommt es zu heftigen schauern und gewittern die teilweise unwetterartig sein können,der wind lebt bereits in der nacht auf im norden sturmböen sonst einzelne stürmische böen auf den bergen können orkanböen auftreten,am sonntag wird es wieder unbeständiger mit einzelnen schauern und gewittern die örtlich heftig sein können,im norden sowie ganz im westen schneit es auch mal stärker und es kann glatt werden,0.8810579,0.8789895,0.8759056,0.87425935,0.87126786,08June_2010_Tuesday_tagesschau-5530,08June_2010_Tuesday_tagesschau-5530/1/*.png,-1.0,-1.0,Signer03,HEUTE FEUCHT WARM HEISS ENORM MOEGLICH GEWITTER AUCH STARK,die schwüle hitze in dem noch etwas zu und die gewitter können lokal unwetterartig sein,PLOETZLICH IX GEWITTER KOENNEN WIE UNWETTER,MORGEN KOENNEN REGEN GEWITTER UNWETTER KOENNEN,WIND HEUTE NACHT WEHEN NORD STURM KOENNEN STURM BERG STURM ORKAN,SONNTAG WIEDER WECHSELHAFT SCHAUER GEWITTER ORT STARK,IX WEST IX SCHNEE SCHEINEN MOEGLICH GLATT,1,1,1,2,1
und das mit tief ophelia das die kaltluft mit kräftigen schauern richtung mitteleuropa treibt,morgen breiten sich diese regenwolken dann weiter über die mitte richtung westen aber vor allen dingen auch nach baden württemberg und bayern aus,das hoch lenkt schwül heiße luft in den südosten das tief nur mäßig warme meeresluft in den nordwesten,atlantische tiefausläufer bringen uns die ganze woche über regenfälle und zum teil stürmische winde,und das wetter im südöstlichen mittelmeer das beruhigt sich nur langsam,deutschland liegt morgen unter hochdruckeinfluss der die wolken weitgehend vertreibt,0.87430304,0.87241083,0.86782014,0.86308926,0.85963786,06October_2011_Thursday_heute-5534,06October_2011_Thursday_heute-5534/1/*.png,-1.0,-1.0,Signer01,TIEF O+P+H+E+L+I+A KALT KOMMEN MITTE EUROPA,und das mit tief ophelia das die kaltluft mit kräftigen schauern richtung mitteleuropa treibt,MORGEN REGEN KOMMEN WEST KOMMEN SPEZIELL BADEN WUERTTEMBERG BAYERN REGION,REGION HOCH SCHWUEL HEISS KOMMEN REGION MAESSIG WARM,TIEF KOMMEN IN-KOMMEND IN-KOMMEND REGEN STURM,SUEDOST REGION VERSCHWINDEN LANGSAM IM-VERLAUF,DEUTSCH LAND MORGEN HOCH DRUCK KOMMEN WOLKE AUFLOESEN,1,1,2,0,1
in den alpen wird es dann sogar schneien,im norden wird es dagegen noch trocken sein,besonders im osten deutschlands kann es ein wenig regnen oder schneien,vor allem in richtung küste sowie im südwesten kann es in der nacht etwas schneien,und im laufe der nacht oder gegen morgen wahrscheinlich erst wird es dann im südwesten anfangen zu schneien,in der südhälfte muss dazu mit nachtfrost gerechnet werden,0.89507335,0.88899654,0.8765078,0.8754421,0.8700455,06October_2011_Thursday_heute-5535,06October_2011_Thursday_heute-5535/1/*.png,-1.0,-1.0,Signer01,BERG SCHON SCHNEE,in den alpen wird es dann sogar schneien,NORD TROCKEN IX,BESONDERS OST DEUTSCH LAND MEHR REGEN ODER SCHNEE,BESONDERS NORD SUEDWEST HEUTE NACHT KOENNEN SCHNEE,MORGEN FRUEH WAHRSCHEINLICH SUED REGION MOEGLICH SCHNEE,SUED REGION KOENNEN NACHT FROST BODEN,0,1,1,1,0
auch noch verhältnismäßig kühl aber dann sieht es schon nach ein paar sonnigeren und auch deutlich wärmeren tagen aus,am donnerstag noch unbeständig aber ab freitag wird es von westen langsam freundlicher,und zum wochenende wird es dann sogar wieder ein bisschen kälter,denn im süden haben wir die schwül warme gewitterluft dabei ist es aber noch im süden sonnig,auch am samstag regnet oder schneit es verbreitet später wird es im westen und norden freundlicher,am mittwoch in der nordhälfte regenschauer richtung süden ist es freundlicher,0.8529616,0.8449017,0.8400044,0.83607006,0.83351576,17May_2010_Monday_heute-5576,17May_2010_Monday_heute-5576/1/*.png,-1.0,-1.0,Signer08,KUEHL NAECHSTE BESSER SONNE KOMMEN DANN WARM,auch noch verhältnismäßig kühl aber dann sieht es schon nach ein paar sonnigeren und auch deutlich wärmeren tagen aus,DONNERSTAG WECHSELHAFT FREITAG WEST KOMMEN FREUNDLICH,WOCHENENDE IX MEHR KALT,GRUND HOCH TIEF WIEDER UND SUED REGION LUFT FEUCHT WARM SUED REGION SONNE,AUCH SAMSTAG REGEN SCHNEE SCHNEIEN IM-VERLAUF WEST NORDWEST MEHR FREUNDLICH,MITTWOCH NORD REGEN SUED MEHR FREUNDLICH,1,0,2,0,0
jetzt wünsche ich ihnen noch einen schönen abend,jetzt wünsche ich ihnen noch einen schönen abend,jetzt wünsche ich ihnen noch einen schönen abend,ich wünsche ihnen noch einen schönen abend,ich wünsche ihnen einen schönen abend und machen sie es gut,ich wünsche ihnen einen schönen abend und machen sie es gut,0.9999997,0.9999997,0.97170234,0.92101306,0.92101306,19April_2010_Monday_heute-782,19April_2010_Monday_heute-782/1/*.png,-1.0,-1.0,Signer08,GUT SCHOEN ABEND MITTEILEN,jetzt wünsche ich ihnen noch einen schönen abend,JETZT SCHOEN ABEND TSCHUESS,JETZT SCHOEN ABEND TSCHUESS,SCHOEN ABEND NOCH IHR,SCHOEN ABEND poss-EUCH MACHEN GUT,SCHOEN ABEND poss-EUCH MACHEN GUT,2,2,2,3,3
jetzt wünsche ich ihnen noch einen schönen abend,jetzt wünsche ich ihnen noch einen schönen abend,jetzt wünsche ich ihnen noch einen schönen abend,ich wünsche ihnen noch einen schönen abend,ich wünsche ihnen einen schönen abend und machen sie es gut,ich wünsche ihnen einen schönen abend und machen sie es gut,0.9999997,0.9999997,0.97170234,0.92101306,0.92101306,17May_2010_Monday_heute-5577,17May_2010_Monday_heute-5577/1/*.png,-1.0,-1.0,Signer08,JETZT SCHOEN ABEND MITTEILEN,jetzt wünsche ich ihnen noch einen schönen abend,JETZT SCHOEN ABEND TSCHUESS,JETZT SCHOEN ABEND TSCHUESS,SCHOEN ABEND NOCH IHR,SCHOEN ABEND poss-EUCH MACHEN GUT,SCHOEN ABEND poss-EUCH MACHEN GUT,3,3,2,2,2
jetzt wünsche ich ihnen noch einen schönen abend,jetzt wünsche ich ihnen noch einen schönen abend,jetzt wünsche ich ihnen noch einen schönen abend,ich wünsche ihnen noch einen schönen abend,ich wünsche ihnen einen schönen abend und machen sie es gut,ich wünsche ihnen einen schönen abend und machen sie es gut,0.9999997,0.9999997,0.97170234,0.92101306,0.92101306,09November_2010_Tuesday_heute-5840,09November_2010_Tuesday_heute-5840/1/*.png,-1.0,-1.0,Signer01,JETZT SCHOEN ABEND TSCHUESS,jetzt wünsche ich ihnen noch einen schönen abend,JETZT SCHOEN ABEND TSCHUESS,JETZT SCHOEN ABEND TSCHUESS,SCHOEN ABEND NOCH IHR,SCHOEN ABEND poss-EUCH MACHEN GUT,SCHOEN ABEND poss-EUCH MACHEN GUT,4,4,2,2,2
und nun die wettervorhersage für morgen donnerstag den neunzehnten november,und nun die wettervorhersage für morgen donnerstag den sechsundzwanzigsten november,und nun die wettervorhersage für morgen samstag den einundzwanzigsten november,und nun die wettervorhersage für morgen freitag den zwanzigsten november,und nun die wettervorhersage für morgen donnerstag den siebenundzwanzigsten august,und nun die wettervorhersage für morgen montag den achtundzwanzigsten november,0.9877322,0.98535305,0.9808165,0.9769775,0.9689567,18November_2009_Wednesday_tagesschau-5578,18November_2009_Wednesday_tagesschau-5578/1/*.png,-1.0,-1.0,Signer05,JETZT WIE-AUSSEHEN WETTER MORGEN DONNERSTAG NEUNZEHN NOVEMBER,und nun die wettervorhersage für morgen donnerstag den neunzehnten november,JETZT MORGEN WETTER WIE-AUSSEHEN DONNERSTAG SECHS ZWANZIG NOVEMBER,JETZT WETTER WIE-AUSSEHEN MORGEN SAMSTAG EINS ZWANZIG NOVEMBER,JETZT WIE-AUSSEHEN WETTER MORGEN FREITAG ZWANZIG NOVEMBER,MORGEN WETTER WIE-AUSSEHEN DONNERSTAG SIEBEN ZWANZIG AUGUST,JETZT INFORMIEREN WETTER MORGEN MONTAG ACHT ZWANZIG NOVEMBER,6,5,5,4,4
mit föhnunterstützung klettern die temperaturen am alpenrand bis zehn grad,temperaturen nur so um die null grad am kältesten im norden bis minus fünf grad,morgen reichen die temperaturen von neun grad an der ostsee bis siebzehn grad im breisgau,in der nacht sinken die temperaturen auf vierzehn bis sieben grad,morgen reichen die temperaturen von einem grad im vogtland bis neun grad am oberrhein,an der ostseeküste heute nacht minus zwei am alpenrand bis minus fünfzehn grad,0.9100473,0.90441877,0.9022546,0.89814174,0.8958988,07December_2010_Tuesday_heute-5633,07December_2010_Tuesday_heute-5633/1/*.png,-1.0,-1.0,Signer07,BISSCHEN WEHEN TEMPERATUR ALPEN IX KOENNEN BIS ZEHN GRAD,mit föhnunterstützung klettern die temperaturen am alpenrand bis zehn grad,TEMPERATUR NULL GRAD KALT NORD MINUS FUENF GRAD,MORGEN NEUN GRAD IX MAXIMAL SIEBZEHN GRAD REGION,HEUTE NACHT SINKEN VIERZEHN BIS SIEBEN GRAD,MORGEN TEMPERATUR VOGEL LAND MAXIMAL NEUN GRAD,NORD HEUTE NACHT MINUS ZWEI BERG BIS MINUS FUENFZEHN GRAD,2,2,2,2,2
die wassermassen die da zusammenkommen können überschwemmungen verursachen,der wind lebt bereits in der nacht auf im norden sturmböen sonst einzelne stürmische böen auf den bergen können orkanböen auftreten,in der nacht werden die wolken im norden und nordosten dichter erste tropfen können an der ostsee fallen,vielerorts gibt es schauer und gewitter die heftig ausfallen können,örtlich schauer oder gewitter die heftig sein können,die kalte luft bleibt uns erhalten wobei die temperaturen bis freitag noch weiter zurückgehen,0.84678656,0.81517655,0.8138696,0.80353636,0.8026936,06January_2011_Thursday_tagesschau-5641,06January_2011_Thursday_tagesschau-5641/1/*.png,-1.0,-1.0,Signer08,VIEL WASSER STROEMEN KOENNEN UEBERSCHWEMMUNG,die wassermassen die da zusammenkommen können überschwemmungen verursachen,WIND HEUTE NACHT WEHEN NORD STURM KOENNEN STURM BERG STURM ORKAN,NACHT NORD NORDOST WOLKE OST REGION MOEGLICH IX REGEN,SCHAUER GEWITTER STARK KUEHL,WAHRSCHEINLICH SCHAUER GEWITTER STARK,KALT LUFT BLEIBEN BIS FREITAG MINUS,1,0,0,0,0
am tag ist es im südosten meist stark bewölkt vor allem an den alpen muss mit regen gerechnet werden,am freitag ist es in der nähe der küsten und ganz im süden teilweise stark bewölkt,heute nacht gibt es im süden anfangs noch vereinzelte schauer oder gewitter sonst ist es meist klar oder nur locker bewölkt,am montag ist es meist stark bewölkt hier und da regnet es,am tag ist es überwiegend stark bewölkt oder neblig trüb,am tag ist es meist stark bewölkt oder neblig trüb,0.91770166,0.9160284,0.9069266,0.9065512,0.89488876,15May_2010_Saturday_tagesschau-5656,15May_2010_Saturday_tagesschau-5656/1/*.png,-1.0,-1.0,Signer03,MORGEN SUEDOST WOLKE HAUPTSAECHLICH ALPEN MOEGLICH REGEN,am tag ist es im südosten meist stark bewölkt vor allem an den alpen muss mit regen gerechnet werden,FREITAG NAH KUESTE SUED WAHRSCHEINLICH STARK WOLKE,HEUTE ABEND SUED REGION NOCH REGEN GEWITTER REGION KLAR HIMMEL BISSCHEN WOLKE,MONTAG WOLKE MAL REGEN,TAG GANZTAGS MEHR STARK WOLKE ODER NEBEL SONNE KAUM,TAG MEHR WOLKE ODER NEBEL,1,2,2,1,1
heute nacht acht bis zwei grad wo es für längere zeit aufklart ist bodenfrost möglich,unter wolken heute nacht frostfreie zwei bis acht grad,wo es heute nacht aufklart ist leichter frost möglich sonst null bis vier grad,heute nacht temperaturen von zehn grad in der eifel bis achtzehn in der lausitz,es bleibt noch mal kalt am samstag knackig bis höchsttemperaturen minus zehn grad,der wind weht schwach bis mäßig am meer auch frisch,0.91302663,0.9090687,0.8916014,0.88469064,0.88366795,15May_2010_Saturday_tagesschau-5659,15May_2010_Saturday_tagesschau-5659/1/*.png,-1.0,-1.0,Signer03,HEUTE NACHT ACHT BIS ZWEI GRAD KLAR HIMMEL MOEGLICH BODEN FROST,heute nacht acht bis zwei grad wo es für längere zeit aufklart ist bodenfrost möglich,WOLKE DAS-IST-ES NACHT ZWEI BIS ACHT neg-HABEN FROST,HEUTE-NACHT STERN HABEN BISSCHEN FROST MOEGLICH SONST NULL BIS VIER GRAD,HEUTE ABEND TEMPERATUR ZEHN REGION BIS ACHTZEHN REGION,SAMSTAG KALT MINUS ZEHN TEMPERATUR,WEHEN SCHWACH REGION FRISCH,5,4,2,0,0
wo es heute nacht aufklart ist leichter frost möglich sonst null bis vier grad,unter wolken heute nacht frostfreie zwei bis acht grad,es bleibt noch mal kalt am samstag knackig bis höchsttemperaturen minus zehn grad,heute nacht acht bis zwei grad wo es für längere zeit aufklart ist bodenfrost möglich,der donnerstag wird dann richtig krass da erwarten wir unwetter in deutschland und große temperaturunterschiede sechs bis zwanzig grad,morgen bei dauernebel im süden nur zwei am niederrhein bis elf grad,0.93923604,0.9165998,0.9090687,0.90784353,0.90439856,21November_2010_Sunday_tagesschau-5672,21November_2010_Sunday_tagesschau-5672/1/*.png,-1.0,-1.0,Signer01,HEUTE-NACHT STERN HABEN BISSCHEN FROST MOEGLICH SONST NULL BIS VIER GRAD,wo es heute nacht aufklart ist leichter frost möglich sonst null bis vier grad,WOLKE DAS-IST-ES NACHT ZWEI BIS ACHT neg-HABEN FROST,SAMSTAG KALT MINUS ZEHN TEMPERATUR,HEUTE NACHT ACHT BIS ZWEI GRAD KLAR HIMMEL MOEGLICH BODEN FROST,DONNERSTAG EXTREM WETTER REGION TEMPERATUR UNTERSCHIED SECHS BIS ZWANZIG GRAD,MORGEN SUED DAUER NEBEL NUR ZWEI MAXIMAL ELF,2,0,4,2,0
mittwoch und donnerstag wechselhaft hier und da fällt etwas regen oder schnee der zunehmend auch in den niederungen möglich ist,am sonntag im süden nach nebelauflösung häufig sonnig sonst viele wolken und stellenweise etwas regen,am montag regnet es vor allem im norden und osten weiter und besonders im osten wird es windig etwas sonne am ehesten im süden,am sonntag gibt es viele wolken gebietsweise regen oder schneeregen im bergland schnee,im süden gibt es zu beginn der nacht noch wolken die hier und da auch noch ein paar tropfen fallen lassen sonst ist es meist klar oder nur locker bewölkt,am montag scheint verbreitet die sonne richtung küsten und alpen ist es wolkiger aber es regnet nur vereinzelt,0.8950622,0.87596536,0.87512475,0.87423855,0.8723591,21November_2010_Sunday_tagesschau-5676,21November_2010_Sunday_tagesschau-5676/1/*.png,-1.0,-1.0,Signer01,MITTWOCH DONNERSTAG WECHSELHAFT BISSCHEN REGEN SCHNEE MEHR TIEF SCHNEE HABEN,mittwoch und donnerstag wechselhaft hier und da fällt etwas regen oder schnee der zunehmend auch in den niederungen möglich ist,SUED SONNTAG OFT SONNE SONST REGION VIEL WOLKE ORT REGEN,MONTAG HEFTIG REGEN NORDOST REGEN AUCH DAZU WIND REGION,SONNTAG VIEL WOLKE IX REGEN IX UND SCHNEE BERG KOENNEN SCHNEE,SUED WOLKE KOMMEN BISSCHEN REGEN KOENNEN REGION KLAR LOCKER WOLKE,MONTAG FAST UEBERALL SONNE MEER BERG IX MEHR WOLKE ABER NUR BISSCHEN ORT REGEN,1,1,2,2,3
zwischen dem tief bei schottland und dem hoch über südeuropa strömt morgen milde luft zu uns nach deutschland,relativ kühle luft strömt zu uns nach deutschland,dreh und angelpunkt ist nämlich dieses tiefdruckgebiet über dem nordatlantik es schickt uns den regen letztendlich erst einmal nach norddeutschland aber dann heute nacht mehr und mehr in die mitte,über deutschland liegt morgen ein hochdruckgebiet das uns verbreitet sonniges und trockenes wetter beschert,morgen breiten sich diese regenwolken dann weiter über die mitte richtung westen aber vor allen dingen auch nach baden württemberg und bayern aus,der donnerstag wird dann richtig krass da erwarten wir unwetter in deutschland und große temperaturunterschiede sechs bis zwanzig grad,0.9440496,0.8886424,0.8829156,0.87579405,0.8744317,24November_2009_Tuesday_tagesschau-5678,24November_2009_Tuesday_tagesschau-5678/1/*.png,-1.0,-1.0,Signer01,SCHOTTLAND REGION UND SUED EUROPA SUED REGION DAZWISCHEN MORGEN LUFT MILD KOMMEN,zwischen dem tief bei schottland und dem hoch über südeuropa strömt morgen milde luft zu uns nach deutschland,DEUTSCH LAND KOMMEN KUEHL WEHEN,NORD REGION IX KOMMEN MEISTENS NORD DEUTSCH LAND HEUTE ABEND MEHR KOMMEN,DEUTSCH LAND MORGEN HOCH DRUCK KOMMEN SONNE TROCKEN,MORGEN REGEN KOMMEN WEST KOMMEN SPEZIELL BADEN WUERTTEMBERG BAYERN REGION,DONNERSTAG EXTREM WETTER REGION TEMPERATUR UNTERSCHIED SECHS BIS ZWANZIG GRAD,1,2,2,3,1
mancherorts werden damit die höchsten temperaturen der woche erwartet,in der südhälfte muss dazu mit nachtfrost gerechnet werden,auch am wochenende sorgt es für viel sonnenschein bei weiter steigenden temperaturen,und bis zum abend kann die schneefallgrenze auch bis in die niederungen sinken,das gilt auch für den abend aber im laufe der nacht werden schauer und gewitter in der südosthälfte immer seltener,vielerorts gibt es schauer und gewitter die heftig ausfallen können,0.8701757,0.84575593,0.8437857,0.8420444,0.84097576,24November_2009_Tuesday_tagesschau-5679,24November_2009_Tuesday_tagesschau-5679/1/*.png,-1.0,-1.0,Signer01,IX ENORM WARM IN-KOMMEND,mancherorts werden damit die höchsten temperaturen der woche erwartet,SUED REGION KOENNEN NACHT FROST BODEN,AUCH SAMSTAG SONNTAG VIEL SONNE DANN TEMPERATUR STEIGEN,BIS ABEND IN-KOMMEND DANN KOMMEN NIEDERUNG,AUCH ABEND ZWISCHEN NACHT IM-VERLAUF DANN REGEN REGION REGEN VERSCHWINDEN,SCHAUER GEWITTER STARK KUEHL,0,0,1,0,0
danach wird es nur etwas kühler,am wochenende scheint meist die sonne und es wird noch wärmer,aber ab dienstag wird es langsam wieder freundlicher und wärmer,dabei wird es teilweise sehr windig und auch etwas kühler,und zum wochenende wird es dann sogar wieder ein bisschen kälter,dort auch bei leichten plusgraden aber sonst bleibt es frostig,0.91103727,0.91057765,0.8999281,0.89292353,0.8888567,24November_2009_Tuesday_tagesschau-5680,24November_2009_Tuesday_tagesschau-5680/1/*.png,-1.0,-1.0,Signer01,ABER BISSCHEN KUEHL REDUZIEREN,danach wird es nur etwas kühler,WOCHENENDE HAUPTSAECHLICH SONNE HIMMEL SCHOEN MEHR WARM,AB DIENSTAG IN-KOMMEND LANGSAM WIEDER ZURUECK FREUNDLICH WARM,TEIL WIND MEHR KUEHL AUCH,WOCHENENDE IX MEHR KALT,OBWOHL PLUS SONST REGION FROST,0,0,1,0,0
